,Neighborhood_FID,Distance_University,Park_1,Park_2,Distance_Oper,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Area_Types,Area_Count,City_Name,Bare vegetation,Built-up,Cropland,Grassland,Herbaceous wetland,Permanent water bodies,Shrubland,Tree Cover,Number_ways,Length_ways,Distance_station,Distance_monuments,Distance_POI
79,81,5364829.061892818,5368437.07173335,5390810.100997823,5364749.166136025,1086,0,816,0,0,222,0,0,10,0,0,123,87,0,0,868,0,129,266,359,0,0,30,172,323,263,135,57,0,0,0,1072,0,9,44,124,169,196,284,38,213,810,0,12,12,0,16,0,668,112,227,39,554,97,72,92,0,0,68,127,0,39,150,142,7,657,16,0,746,115,92,137,0,815,335,112,143,0,0,0,28,30,0,0,3,12,22,0,0,0,0,0,0,0,0,457,231,90,0,0,62,64,640,1070,207,389,343,74,0,207,621,0,78,53,6,0,207,446,223,91,0,0,0,0,0,2473,148,146,323,197,562,566,253,166,40,281,352,764,707,362,856,1344,96,148,9,0,0,0,2335,31,26,12,15,1238,1216,39,143,2255,2442,9,14,0,0,2442,0,0,0,0,0,0,0,0,0,3,0,0,14,2442,27,2447,16,0,0,Residential,3,Berlin,461,10518,27,3225,0,110,0.0,54877,49,9246.739961509744,11970.254744191594,5367106.039189545,5364049.1965775
80,82,5363946.615073128,5367553.552193995,5389916.744672127,5363866.562919376,29399,0,578,0,0,27947,0,0,822,0,0,1221,610,198,430,26834,256,11832,16191,440,0,514,4585,6802,12393,4563,365,18,0,0,0,29385,8,0,0,58,38,27774,189,0,2495,265,6467,15336,3388,602,0,0,4529,77,23854,850,27,61,33,6,0,0,24,6718,21560,850,28873,43,0,261,0,0,135,13,24,6744,22391,15106,5680,1808,1377,0,3,0,1464,1091,54,82,114,2154,1069,0,0,0,0,0,0,0,0,9700,3629,1367,262,58,1582,1041,12465,28559,12824,7166,4393,3542,603,12824,8866,3,2669,3205,296,603,12824,9999,3751,1478,334,91,0,0,0,52734,4984,3762,9574,5734,8317,10046,5136,3690,1472,7894,10427,14059,12841,7510,24194,19684,2654,6133,76,0,0,0,46525,1156,1929,2612,466,25883,26843,1622,3537,47572,49836,357,994,1456,4,49836,90,3,9,61,3,0,3,103,6,262,56,62,1996,49836,2899,49803,2900,3,4,CommercialBuildingArea_Residential,4,Berlin,276,11134,2,2332,0,0,0.0,37801,185,17327.454801975327,10763.150525694273,5366222.854177484,5363166.919042472
81,83,5363148.198930183,5366753.679607118,5389103.510789216,5363067.934540837,22884,0,2581,0,0,19477,0,0,695,0,0,1470,214,6,7,21077,681,7307,11715,1582,0,540,2620,7660,7078,3511,630,255,0,0,0,22688,68,104,892,4782,6841,5306,3558,36,1733,4015,4978,5569,3904,547,886,3,3728,1221,17112,628,1457,407,208,306,66,37,1619,8707,9147,628,14604,767,53,6916,36,0,2150,474,1636,8883,9582,12252,5355,1566,919,12,0,0,1249,862,33,39,40,1077,576,0,0,0,0,0,0,0,0,8178,2691,1102,134,26,2046,1158,8988,22129,9318,6700,3587,1923,503,9318,7934,12,2292,1698,134,503,9318,8389,2803,1191,186,63,0,0,0,41953,3423,2647,5996,5477,6409,6277,5657,4225,1781,5472,6612,11911,9214,8749,17805,17156,2680,4202,84,0,3,7,38015,1000,724,1671,285,20276,21675,1116,2847,37959,39790,282,510,1226,20,39790,31,3,3,14,0,0,0,75,3,158,57,45,1530,39790,2110,40798,1064,0,23,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,22,Berlin,662,23944,37,2335,0,948,3.0,65596,416,39908.67694556716,9250.452702242486,5365423.43583203,5362368.732758246
82,84,5363554.249944679,5367158.034665006,5389492.284630133,5363473.738590699,18192,0,221,0,0,17499,0,0,439,0,0,383,108,3,25,17638,411,9053,8068,186,0,304,3647,6071,5954,1932,137,6,0,0,0,17893,255,43,157,556,14712,1910,364,0,528,556,7866,5348,2560,505,254,0,8652,1286,5863,2302,6,0,0,0,3,0,53,2435,13285,2302,8888,15,16,9111,0,0,6,6,60,2634,15391,8051,3913,895,512,9,0,0,803,488,15,15,61,790,461,0,0,0,0,0,0,0,0,5762,1457,609,139,51,2129,961,4962,17738,9118,4736,1928,1385,567,9118,5319,9,1326,1261,108,567,9118,6046,1634,667,165,78,0,0,0,30048,2192,1689,5117,3298,3611,3246,4866,4441,1580,3441,5556,6912,5337,8798,12581,11700,2332,3360,77,0,0,6,25291,1140,1212,2002,393,14320,15733,1111,2488,26456,27517,426,747,1298,28,27517,44,3,3,39,3,3,9,132,9,213,95,80,1740,27517,2526,28427,1586,0,32,Residential,3,Berlin,102,8735,2,208,0,305,0.0,11866,86,5627.124156311789,7022.729974855415,5365828.319936527,5362775.051431352
83,85,5360379.785933667,5363982.286805652,5386304.80912474,5360299.087638635,12481,0,511,3,0,11317,4,0,577,0,0,1502,175,0,176,10549,24,5693,5567,741,0,293,2259,5574,3272,633,139,135,0,0,0,12203,0,273,4222,4134,1850,195,1395,74,1886,3108,480,2889,2090,1229,3,29,1230,202,10243,719,3,10,206,6,7,24,1174,7631,2561,719,2898,2040,250,5941,878,5,240,54,1260,8043,2782,4993,1197,727,156,6,0,0,1357,556,9,31,18,579,192,0,0,0,0,0,0,0,0,3289,1127,472,59,3,348,166,4408,11892,6240,2567,1502,891,661,6240,2124,6,1937,792,67,661,6240,3731,1242,514,86,15,0,0,0,20107,2102,949,5438,4515,3004,1781,1003,889,412,2806,5676,7519,2277,1824,12931,4897,574,1613,90,0,0,0,18158,644,428,723,109,10428,9680,1032,2107,16962,18785,444,315,502,6,18785,40,3,6,3,3,3,9,125,9,49,22,31,830,18785,1323,19612,484,0,6,CommercialBuildingArea_Residential_SpecialUseArea,10,Berlin,652,20236,99,2851,1,53,0.0,20189,344,23974.38850631606,8859.180975565723,5362652.972451423,5359600.790202494
84,86,5373297.774336459,5376900.62515927,5399226.117241099,5373217.127290934,43109,0,4000,21,0,36896,165,10,1725,0,0,7883,1319,180,288,32996,437,19431,19414,1545,0,1513,8204,17098,11926,2798,480,215,0,0,0,42462,155,449,5422,11871,20322,3078,627,3,9870,8466,4677,1681,12379,2040,206,254,4997,1335,30609,5754,294,117,325,172,41,48,5989,17767,11899,5754,4706,7976,3376,24066,969,0,800,327,7236,21041,13159,17802,6472,3088,1125,15,0,0,2006,872,18,141,125,2434,956,0,0,0,0,0,0,0,0,11340,3701,1899,447,167,2894,1815,13038,41083,22137,8520,5335,3950,1111,22137,10765,15,3044,3443,381,1111,22137,11985,3818,2026,564,231,0,0,0,72007,6240,5965,10106,8921,11438,9723,8491,7503,3601,10814,11492,20351,13936,15359,32110,24960,5492,9341,74,0,0,0,56766,4848,6069,3524,687,34925,37060,7199,16989,47798,61350,2848,5529,1920,254,61350,294,96,136,6,282,0,27,1191,65,129,3536,52,3999,61350,10648,65999,5639,6,292,CommercialBuildingArea_Residential,17,Berlin,1964,31915,184,6882,1,3192,0.0,60684,1286,72977.72281698504,5442.059828026181,5375571.202189116,5372518.722884544
85,87,5378029.208666176,5381630.664522772,5403943.261248383,5377948.358776445,19362,0,3372,53,0,15062,76,6,541,0,0,3090,381,19,14,15722,116,7181,8309,1978,0,765,2552,6841,5326,2115,716,467,0,0,0,19107,0,236,3102,5394,7723,1418,529,20,3559,6076,979,2572,2725,1320,249,239,3975,1043,12898,1243,1289,610,745,614,45,32,3648,6135,4707,1243,4392,3468,540,9701,269,0,2713,733,3937,6646,5157,8842,3588,1435,560,3,0,0,870,359,15,45,42,861,428,0,0,0,0,0,0,0,0,5784,1776,902,129,24,1693,1144,5907,18573,9294,4551,2610,1630,362,9294,5735,3,1376,1428,164,362,9294,5883,1914,972,175,48,0,0,0,34325,2247,2780,3782,3812,5723,4867,5081,3946,1991,4422,4387,9546,7282,8673,13953,13096,2941,4132,24,0,3,122,29420,1673,1415,932,692,16776,17546,3454,10258,20566,31704,804,1174,455,54,31704,37,50,41,6,68,8,12,258,19,66,666,26,1011,31704,2587,32629,1589,6,65,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,19,Berlin,5493,61213,1521,29291,818,50372,0.0,187624,852,93538.52570657256,9223.47684388304,5380301.676957622,5377250.377271096
86,88,5380411.673212498,5384012.00371142,5406314.225630368,5380330.659720791,2758,0,1678,0,0,929,6,3,76,0,0,541,10,0,0,2203,0,192,877,1105,0,21,149,470,726,637,385,280,0,0,0,2727,0,17,171,410,1041,670,185,12,562,2024,0,0,32,57,6,0,1828,420,442,36,873,364,191,343,22,15,569,296,31,36,6,180,3,2387,23,0,1432,394,591,315,31,1789,833,317,188,0,0,0,71,53,0,3,9,80,42,0,0,0,0,0,0,0,0,1104,401,231,15,0,397,305,1073,2622,786,940,625,227,33,786,1358,0,166,185,15,33,786,1069,428,251,37,6,0,0,0,5700,393,581,414,391,962,899,1061,777,242,885,513,1360,1401,1573,1937,2929,403,406,12,0,0,0,5248,209,70,94,15,2775,2933,581,1982,3137,5501,59,45,25,0,5501,0,3,3,0,4,0,0,13,0,0,3,0,84,5501,170,5570,100,0,0,Residential,1,Berlin,36,421,0,100,6,0,0.0,21316,2,379.5120132633144,11587.263773167271,5382683.36736276,5379633.019421617
87,89,5382073.57396295,5385675.814575955,5407995.539840571,5381992.838340591,7791,0,5168,6,0,2320,23,0,118,0,0,803,10,4,0,6937,6,576,2382,2996,0,31,363,1149,2029,1905,1115,908,0,0,0,7701,0,66,177,1765,2401,1891,671,62,836,6120,32,104,64,72,13,300,5033,1622,659,361,2946,1405,357,1021,131,45,1000,288,168,361,54,390,358,6440,194,0,4785,1244,1029,317,449,5279,2248,1060,575,0,3,0,247,111,6,3,12,198,101,0,0,0,0,0,0,0,0,3053,1175,764,93,3,952,932,3365,7552,2111,2629,2048,522,49,2111,3985,3,550,403,24,49,2111,2966,1166,858,135,37,0,0,0,17272,1304,1808,1287,1209,2967,2946,2868,2071,716,2766,1660,4209,4415,4244,6022,8764,1202,1295,18,0,0,0,15907,526,194,213,119,8384,8881,1604,6233,9400,16771,187,104,42,0,16771,0,0,0,0,7,0,6,30,0,0,38,0,176,16771,425,16865,315,0,0,Residential,5,Berlin,981,7450,2282,9031,8,18051,0.0,69087,959,56621.70524406357,13398.5956602426,5384346.582352455,5381294.61852189
88,90,5380919.89582804,5384525.135405098,5406872.418992587,5380839.596762931,7636,0,4247,3,0,2902,14,0,249,0,0,1316,48,0,0,6239,17,569,2265,2985,0,39,343,1192,1787,1569,1082,1354,0,0,0,7564,12,42,263,2457,2778,1026,320,21,1383,5249,180,3,130,180,126,3,5352,858,1094,209,2557,607,435,868,79,9,2018,735,48,209,92,453,73,6588,33,0,3644,996,2095,830,57,4898,2123,1127,452,0,0,0,189,69,6,0,18,154,52,0,0,0,0,0,0,0,0,2845,1002,717,145,9,1122,835,2914,7212,2174,2449,1902,468,58,2174,3827,0,381,356,24,58,2174,2779,1091,730,186,46,0,0,0,16332,1447,1700,919,1237,2716,2347,2739,2184,992,2846,1260,3994,3574,4691,5736,8272,1171,1070,30,0,0,0,14967,541,134,208,129,7880,8444,2061,6423,7867,15802,190,81,50,0,15802,3,3,3,0,12,3,3,18,0,6,36,3,184,15802,437,15943,294,0,0,MixedUseArea_Residential,7,Berlin,427,2691,38,3761,11,202,0.0,71276,625,33843.763546012386,13908.214141788343,5383194.967599826,5380140.46705425
89,91,5378435.271464029,5382039.681356594,5404379.392386974,5378354.851505486,7968,0,4147,0,0,3433,15,3,228,0,0,1335,32,0,0,6567,3,1013,2608,2848,0,51,729,1397,1967,1584,1077,954,0,0,0,7811,0,134,1218,1864,2585,1138,401,32,1390,5607,107,178,178,131,6,11,5329,1251,1079,198,2184,678,356,978,115,30,1925,996,448,198,78,837,292,6322,93,0,3274,1180,2044,1052,448,4810,2099,907,490,3,0,0,249,110,3,3,6,233,121,0,0,0,0,0,0,0,0,2906,1022,610,72,3,1036,848,2918,7615,2652,2452,1751,609,80,2652,3580,3,519,480,30,80,2652,2878,1054,649,121,36,0,0,0,15874,1188,1578,1113,1273,2635,2385,2782,2064,853,2473,1445,3913,3687,4371,5561,7854,1123,1287,33,0,0,0,14628,578,144,206,74,7607,8261,1967,5711,8176,15320,261,66,64,3,15320,3,9,27,0,6,0,6,42,6,6,24,3,220,15320,508,15529,271,0,3,CommercialBuildingArea_MixedUseArea_Residential,4,Berlin,851,20345,200,4585,0,579,0.0,34041,136,15567.68788010558,11100.413737932857,5380709.7722502025,5377655.973727287
90,92,5377043.618416014,5380647.780755656,5402985.244685132,5376963.16237724,5180,0,1186,3,0,3617,15,0,325,0,0,478,35,0,0,4622,145,1059,2558,804,0,58,819,1246,1472,949,277,251,0,0,0,5111,0,66,582,660,3217,314,146,0,532,1700,108,0,2303,97,0,12,1516,264,3261,96,504,172,152,327,12,6,669,892,2285,96,2376,577,13,1965,31,0,846,363,690,910,2343,2671,1027,512,228,0,0,0,173,123,3,28,3,258,122,0,0,0,0,0,0,0,0,1533,571,368,106,13,508,296,1839,4809,2038,1235,950,478,75,2038,1807,0,344,415,34,75,2038,1564,584,382,109,44,0,0,0,9685,902,1005,1036,922,1518,1352,1354,1079,491,1692,1253,2456,1971,2315,3935,4011,721,993,15,0,0,0,8336,587,315,328,58,4684,5003,1177,3006,5492,9016,240,245,134,6,9016,14,6,8,0,8,0,6,83,6,9,151,6,256,9016,659,9081,567,0,6,CommercialBuildingArea_Residential,4,Berlin,896,6865,9,1143,40,7417,0.0,5962,9,442.76580811362567,9708.176930873937,5379317.948811587,5376264.359803068
91,93,5375740.335488201,5379345.8628364,5401695.88615102,5375660.07821219,2080,0,1332,6,0,639,3,0,35,0,0,188,50,0,0,1833,0,113,637,728,0,6,80,313,563,461,322,217,0,0,0,2061,0,6,60,549,537,516,103,14,242,1573,62,59,41,16,0,0,1019,506,481,21,722,414,167,157,60,27,253,208,0,21,18,128,90,1621,100,0,1348,273,263,208,0,1436,562,264,174,0,0,0,80,40,0,0,0,43,36,0,0,0,0,0,0,0,0,795,365,153,33,0,235,275,884,2013,527,680,557,142,12,527,1058,0,172,112,9,12,527,764,378,156,54,6,0,0,0,4630,354,470,324,396,745,801,779,550,154,728,435,1151,1186,1133,1607,2326,307,371,3,0,0,0,4271,170,64,40,12,2272,2356,456,1707,2454,4471,56,26,14,0,4471,0,0,3,0,3,0,0,14,0,3,17,0,45,4471,135,4506,102,0,0,Residential_SpecialUseArea,9,Berlin,532,24458,115,2529,2,2989,0.0,19491,15,1504.4001986732794,10084.393100897822,5378015.605046293,5374960.86148885
92,94,5375648.243514573,5379251.817689743,5401583.90715517,5375567.701812698,11820,0,3065,0,0,8330,23,0,235,0,0,1710,31,482,0,9487,140,3590,4919,1819,0,397,1564,3453,3229,1673,661,428,0,0,0,11715,0,84,871,3089,5824,971,391,7,2252,3198,2249,207,2224,305,495,6,3095,1038,6464,1076,937,538,560,433,92,40,3019,2792,2068,1076,2607,1693,447,6191,159,11,2118,631,3156,3132,2656,5939,2675,988,489,0,0,0,423,233,6,31,27,469,216,0,0,0,0,0,0,0,0,3835,1208,672,99,16,1353,794,3786,11461,5231,3141,1879,903,217,5231,4202,0,767,744,84,217,5231,3917,1255,678,134,31,0,0,0,22112,1349,1968,2237,1979,3680,3229,3392,2966,1257,2884,2704,5671,4792,6066,8481,9373,1882,2351,37,0,0,3,19304,1087,705,612,255,10835,11263,2295,6810,13004,20748,472,520,226,11,20748,18,3,35,0,36,0,6,118,6,15,319,3,551,20748,1340,21045,1009,0,13,CommercialBuildingArea_Residential,15,Berlin,1122,28970,226,3444,5,3136,0.0,22054,157,15089.913826859434,8032.135516549465,5377922.169163174,5374869.077790969
93,95,5374599.266303398,5378203.935409181,5400546.098619693,5374518.883996021,17213,0,979,0,0,14474,12,0,1709,0,0,442,164,845,0,15701,0,4507,10848,1148,0,278,3128,4480,5454,3278,338,117,0,0,0,16521,376,309,7,156,16170,482,181,4,1470,885,475,12819,125,792,0,3,750,212,15748,426,424,182,53,153,9,0,169,614,15064,426,15090,38,6,1726,19,0,669,184,172,670,15424,9101,3398,2037,763,0,0,0,474,598,6,90,65,1076,430,0,0,0,0,0,0,0,0,4820,1957,1450,558,274,1607,1105,6387,15477,6077,3897,3462,1742,263,6077,6207,0,1131,1530,186,263,6077,4925,1985,1482,621,336,0,0,0,33700,4094,4228,3464,3614,4531,3968,4523,3874,1392,7525,4268,8148,6127,7633,14087,13665,2658,3259,46,0,0,0,26300,2593,2441,1989,357,16023,17667,4381,7687,21636,29045,1252,2301,941,125,29045,53,22,197,19,63,3,19,601,17,180,1516,12,1719,29045,4659,30020,3495,12,131,CommercialBuildingArea_Residential,3,Berlin,492,12205,21,1742,165,1389,0.0,16438,25,1310.009524639005,8315.212545385315,5376873.945279471,5373819.927795055
94,1,6072261.828020907,6072182.743442117,6072938.481683916,6074000.97054899,2440,0,394,0,0,1884,28,0,113,0,0,1039,3,11,0,1373,274,933,962,125,0,379,554,675,551,150,38,31,0,0,0,1906,70,458,139,60,1789,309,49,5,1059,840,0,0,173,101,13,108,151,11,1908,343,3,0,86,9,6,68,435,530,912,343,31,250,12,2052,4,0,153,117,496,576,1078,575,242,51,19,0,0,0,141,12,0,3,6,18,9,0,0,0,0,0,0,0,0,435,90,17,6,0,69,55,432,2292,1568,388,122,51,135,1568,342,0,173,35,12,135,1568,485,129,39,3,0,0,0,0,3727,100,132,981,742,586,441,355,253,119,201,1038,1327,626,529,2184,1015,124,366,15,0,0,3,2598,391,175,512,32,2171,1547,429,1119,2170,2848,323,149,385,3,2848,0,13,12,0,0,3,6,95,24,14,66,12,539,2848,879,3523,192,3,3,MixedUseArea_Residential,20,Bremen,119,1938,921,3850,18,221,0.0,4837,2195,236572.4002301097,897.7897896289562,6073834.435685447,6074886.578402509
95,2,6072469.285291218,6072390.775228352,6073146.579940955,6074209.190420021,3442,0,478,5,0,2764,29,3,123,0,0,1347,15,0,0,2071,373,1534,1257,135,0,458,707,1133,863,171,41,9,0,0,0,3042,26,373,114,86,2946,229,22,0,1368,1175,36,7,494,168,0,49,196,62,2890,272,0,0,26,6,6,72,924,1033,1069,272,36,685,48,2565,7,0,40,103,981,1073,1235,882,292,110,31,0,0,0,277,36,0,15,0,43,18,0,0,0,0,0,0,0,0,665,141,40,10,0,100,90,693,3265,2133,566,195,105,244,2133,447,0,316,76,24,244,2133,770,203,84,25,12,0,0,0,5336,244,184,1568,923,677,527,429,387,385,371,1625,1609,751,978,3163,1198,382,583,13,0,0,0,3928,398,296,599,102,2867,2466,644,1768,2922,4362,299,274,401,6,4362,6,14,21,0,0,0,3,58,10,20,154,13,596,4362,974,4951,369,0,6,Residential_SpecialUseArea,3,Bremen,30,2997,929,1442,2,17,0.0,6005,4013,336041.18374883034,415.1445080167604,6074042.691615801,6075094.84542702
96,3,6071186.592353516,6071107.770171604,6071863.538825666,6072926.083359983,5065,0,1295,6,0,3600,3,9,140,0,0,1659,3,0,0,3390,177,1879,1930,938,0,306,1022,1550,1083,500,284,293,0,0,0,4607,0,450,2162,465,1416,786,46,0,1671,2613,7,21,395,82,16,83,253,130,4448,201,18,7,458,12,21,498,2024,1070,678,201,57,1061,67,3759,22,0,523,559,2108,1123,727,1778,535,282,118,0,0,0,449,92,6,3,3,138,75,0,0,0,0,0,0,0,0,1184,352,188,33,6,126,200,1446,4901,2757,992,523,259,365,2757,939,3,566,229,18,365,2757,1328,469,244,46,30,0,0,0,8435,524,468,1673,1541,1406,1186,950,440,238,878,1784,2948,1768,1056,5075,2188,284,838,42,0,0,3,7080,532,235,495,78,4219,4214,924,2669,4843,7571,396,191,269,3,7571,3,3,40,0,6,6,6,71,3,14,107,4,509,7571,868,8018,399,3,6,Residential,2,Bremen,31,1204,438,4374,31,33,0.0,2124,800,120282.3352548149,1075.8142716043624,6072759.565008894,6073811.71280866
97,4,6081379.587130526,6081301.268096278,6082057.094516051,6083119.744500412,84,0,20,0,0,55,0,0,7,0,0,0,0,0,0,82,0,0,58,0,0,0,4,6,49,6,3,3,0,0,0,76,0,8,5,20,52,0,3,0,0,28,0,0,43,5,0,0,0,6,22,53,0,0,22,0,0,0,6,0,0,53,44,6,0,26,0,0,22,3,11,0,46,49,16,7,3,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,26,6,9,3,0,3,6,39,75,24,19,17,9,0,24,28,0,9,9,0,0,24,25,9,9,3,0,0,0,0,214,36,19,37,21,27,27,19,7,0,50,42,50,46,23,109,85,6,17,0,0,0,0,145,20,22,24,0,114,96,14,46,152,133,20,32,18,10,133,0,3,0,0,0,0,0,12,0,0,24,0,36,133,79,186,15,0,13,CommercialBuildingArea_Residential,7,Bremen,289,1834,9020,114254,3278,7220,0.0,11821,440,204202.2058554451,9279.081588974035,6082953.257358716,6084005.414750192
98,5,6077456.249041611,6077376.349396411,6078131.993075051,6079194.308804951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,CommercialBuildingArea_Residential,3,Bremen,560,18410,739,48884,659,1397,0.0,9146,296,117343.66953057935,5670.73994220246,6079027.722583963,6080079.849472446
99,6,6073892.725758021,6073813.100523084,6074568.776121351,6075631.150334957,183,0,23,0,0,148,0,0,14,0,0,51,0,0,0,131,3,82,64,3,0,9,26,65,48,13,3,3,0,0,0,161,0,23,20,11,128,12,3,0,51,105,0,0,9,3,0,0,27,25,114,11,0,0,6,0,10,8,104,31,0,11,0,58,0,119,0,0,11,27,109,31,0,67,6,13,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,44,13,3,0,0,3,3,61,168,85,26,19,19,16,85,26,0,18,19,0,16,85,56,13,6,3,0,0,0,0,302,27,19,69,56,51,42,23,16,0,42,70,104,60,25,176,72,7,35,0,0,0,0,240,36,15,6,3,186,118,43,106,154,251,27,20,4,0,251,0,0,0,0,0,0,0,9,5,0,12,0,22,251,52,282,18,0,0,CommercialBuildingArea,1,Bremen,20,1703,3,864,11,5,0.0,2857,107,16602.491640741286,2359.122165348925,6075464.581471414,6076516.713713776
100,7,6072173.150166277,6072093.52601821,6072849.201818718,6073911.576443394,4217,0,773,8,0,3301,3,0,117,0,0,1674,16,0,3,2517,290,1809,1721,233,0,345,919,1461,1035,299,74,40,0,0,0,3967,15,232,284,203,2795,543,237,0,1702,1772,44,65,341,32,7,78,244,64,3793,95,3,0,67,3,0,124,1367,1761,761,95,212,643,10,3213,29,0,93,142,1390,1786,798,1161,432,115,16,6,0,0,344,42,0,9,9,64,37,0,0,0,0,0,0,0,0,901,152,63,15,0,120,113,903,4080,2584,789,215,150,329,2584,598,6,400,130,17,329,2584,1039,284,104,23,6,0,0,0,6483,267,217,1856,1151,858,667,561,498,408,413,1923,2011,982,1159,3897,1447,468,642,27,0,0,0,5205,433,236,481,101,3313,3168,823,2344,3316,5681,319,196,269,3,5681,9,9,33,0,0,3,12,67,3,23,89,7,484,5681,793,6132,334,0,3,CommercialBuildingArea_Residential,5,Bremen,14,819,1,11190,8,67,0.0,2405,1445,186159.5326211716,1535.0992244641338,6073745.007711912,6074797.1399959205
